filename	onset	offset	event_label
10.wav	7.240901348862064	8.492352348862063	Speech
1000.wav	7.452846725772901	8.065499725772902	Speech
1003.wav	5.42386411480388	5.836675906187099	Speech
1006.wav	8.712103060674451	9.231196031195992	Alarm_bell_ringing
1008.wav	2.7136510817794464	4.975351762051555	Alarm_bell_ringing
1008.wav	6.373104083246941	6.705802083246941	Alarm_bell_ringing
1009.wav	9.74006080953112	10.0	Dog
1011.wav	8.421706484822108	8.896717484822107	Cat
1012.wav	1.596204024673886	2.8768616210457685	Speech
1012.wav	7.224659884201047	8.380237884201048	Speech
1014.wav	2.328681406216716	2.7077224697426026	Alarm_bell_ringing
1014.wav	7.883934995499207	10.0	Alarm_bell_ringing
1018.wav	1.8037507557496324	4.3450657557496335	Alarm_bell_ringing
1018.wav	4.773518691271831	8.901818694648746	Alarm_bell_ringing
1023.wav	2.9945294150039925	7.000719415003992	Alarm_bell_ringing
1023.wav	7.960918264076136	8.32053277654779	Alarm_bell_ringing
1026.wav	6.973067807161052	7.289076807161052	Alarm_bell_ringing
1026.wav	9.071026622947882	9.512492325000462	Alarm_bell_ringing
1027.wav	8.278082931271289	9.708490931271287	Speech
1028.wav	0.2563150860170901	0.98588408601709	Speech
1028.wav	3.12739040361333	4.377363221068999	Speech
1029.wav	7.685643140138276	8.336005951929659	Speech
1029.wav	9.634461951534393	10.0	Speech
1031.wav	8.597077446113714	9.089367446113712	Alarm_bell_ringing
1032.wav	8.067486888670418	8.993745392071778	Dog
1034.wav	4.5527678220856265	4.873130633877008	Alarm_bell_ringing
1037.wav	6.268050617757191	7.2485721597073045	Speech
1038.wav	7.015396161738881	7.271427907770628	Dog
1041.wav	9.094513957210555	10.0	Speech
1043.wav	9.325145769007024	9.645417769007024	Alarm_bell_ringing
1044.wav	3.938138269344027	4.2770951854438	Speech
1044.wav	7.983459083240683	9.843209650134106	Speech
1047.wav	2.179098082072643	3.141411007242711	Speech
1047.wav	5.831713982905892	7.224660552602315	Speech
1050.wav	2.7275415005690675	3.2085392329953715	Dog
1051.wav	4.80022136599663	5.2361850848174925	Dishes
1053.wav	6.102203455657613	8.130062411222113	Alarm_bell_ringing
1053.wav	8.884205818056941	9.216903818056943	Alarm_bell_ringing
1056.wav	4.672608008329763	5.148775808783277	Alarm_bell_ringing
1056.wav	7.725205646230602	9.931718294094484	Alarm_bell_ringing
1057.wav	9.091271540124591	9.989434540124591	Cat
1059.wav	5.124501282763672	5.6158842827636715	Alarm_bell_ringing
106.wav	1.8509954491392624	2.165870449139262	Alarm_bell_ringing
106.wav	4.656554713531459	5.132722513984973	Alarm_bell_ringing
106.wav	5.866130563400996	6.375913225909821	Alarm_bell_ringing
1062.wav	5.545942208432433	7.783583931788442	Alarm_bell_ringing
1065.wav	2.3382383398939357	2.950891339893935	Speech
1065.wav	6.5122792993239536	8.399331299323954	Speech
1065.wav	9.667846731809703	10.0	Speech
1067.wav	2.433294899798924	2.924677899798924	Alarm_bell_ringing
1067.wav	7.247769880005728	9.438086880005727	Alarm_bell_ringing
1068.wav	7.52075370814372	9.563928311318325	Dog
1069.wav	4.287537181738942	8.387287748632364	Alarm_bell_ringing
107.wav	5.227777968439949	6.676938966172376	Alarm_bell_ringing
107.wav	8.107528847645893	10.0	Alarm_bell_ringing
1072.wav	3.924346783450317	4.257044783450317	Alarm_bell_ringing
1073.wav	8.640843157788773	10.0	Alarm_bell_ringing
1076.wav	3.6360254946893056	6.212737494689305	Alarm_bell_ringing
1076.wav	8.606990481323189	10.0	Alarm_bell_ringing
1077.wav	7.39799637143766	7.88958337143766	Dishes
1085.wav	0.0035646844042678256	0.5747886844042678	Alarm_bell_ringing
1086.wav	5.026292899503175	5.337426686351248	Alarm_bell_ringing
1087.wav	1.3558031012816052	1.6734448246376143	Alarm_bell_ringing
1087.wav	4.371442529782853	4.691646529782854	Alarm_bell_ringing
1088.wav	9.256642828457858	9.919907828457859	Speech
1090.wav	5.007032075100956	5.449707812062408	Dog
1092.wav	6.115772283747318	7.3964298801192	Speech
1093.wav	4.5520295815167025	5.366655431856838	Speech
1093.wav	6.552571476807616	9.477083476807618	Speech
1096.wav	9.358948386278694	10.0	Speech
1099.wav	2.36301545312774	6.5961444531277404	Alarm_bell_ringing
110.wav	4.99997778412923	5.650340595920613	Speech
110.wav	6.016044969838082	6.522575582082978	Speech
1106.wav	7.779477342585808	9.904760342585806	Alarm_bell_ringing
1107.wav	4.567847987079869	5.45288198707987	Speech
1112.wav	1.3472047982071105	2.8706287982071097	Speech
1112.wav	6.4684874428511545	8.78392611860991	Speech
1113.wav	1.3998637460391117	1.889296746039112	Alarm_bell_ringing
1113.wav	7.458746916377267	7.776206916377267	Alarm_bell_ringing
1116.wav	8.15471892081287	8.63825592081287	Alarm_bell_ringing
1119.wav	8.658530848096477	9.385401596395797	Dog
112.wav	3.61575599913827	5.893918999138269	Speech
112.wav	7.093758689422723	9.862919687155149	Speech
1121.wav	1.8984815461812308	7.991973546181233	Blender
1121.wav	8.480783401684437	10.0	Blender
1123.wav	5.7617934148673	6.724106340037367	Speech
1123.wav	8.213903966261945	8.626715757645165	Speech
1125.wav	5.632322980825897	6.776222980825898	Blender
1127.wav	4.6901868858283295	6.464925885828331	Blender
1127.wav	9.45986797584831	10.0	Blender
1128.wav	7.914289387638861	10.0	Speech
1130.wav	9.72708340094824	10.0	Blender
1131.wav	7.2830562921915005	9.363759240037307	Blender
1136.wav	4.929597155031924	5.728826155031923	Blender
1137.wav	9.210744177046033	10.0	Blender
1139.wav	1.2450651181118648	1.651187118111865	Blender
1140.wav	4.164489830398699	5.759750601373755	Speech
1140.wav	8.396769585150066	9.77307344002535	Speech
1143.wav	7.662856073936008	8.720905960557324	Blender
1144.wav	7.727092962973412	8.649784635724798	Speech
1145.wav	6.6557506572742575	8.145795657274258	Blender
1146.wav	6.107840244933318	6.6758672449333165	Dishes
1147.wav	8.45912772703406	10.0	Blender
1150.wav	5.344240258220875	9.929115258220877	Blender
1151.wav	3.642450223243981	10.0	Blender
1152.wav	2.165411224069972	2.980037074410108	Speech
1152.wav	8.315672259505474	8.914084957918172	Speech
1153.wav	8.375215706403136	10.0	Blender
1154.wav	6.771516937410039	10.0	Frying
1155.wav	5.273214521879279	6.595368521879277	Speech
1157.wav	4.863129266728854	5.706621266728853	Blender
1157.wav	6.883371364210812	9.159697894823056	Blender
1158.wav	2.210744005788047	3.4355739377608363	Blender
1158.wav	4.450206610832621	6.254129513326951	Blender
1158.wav	7.887664450934354	10.0	Blender
1160.wav	6.8740433652051065	10.0	Speech
1161.wav	6.2443184588463785	8.929647257032318	Blender
1163.wav	3.2025359497565278	4.2605858363778415	Blender
1163.wav	4.499003380750618	5.342495380750618	Blender
1165.wav	3.2552638933531397	10.0	Blender
1166.wav	8.01781859189847	8.8320362789733	Blender
1167.wav	2.9533672198546173	4.712845219854619	Dishes
1168.wav	8.49700295837966	9.52958795837966	Blender
117.wav	5.799568603678267	6.116416603678267	Alarm_bell_ringing
117.wav	6.796265337623173	7.108736992951972	Alarm_bell_ringing
1170.wav	8.31106374437468	10.0	Blender
1171.wav	8.61126916526912	9.59013516526912	Blender
1173.wav	2.2058820414548657	10.0	Blender
1175.wav	8.104778428967983	10.0	Blender
1176.wav	7.730305040275009	10.0	Blender
1177.wav	5.681977487057615	6.496195174132445	Blender
118.wav	1.791186614658876	4.947331614658876	Alarm_bell_ringing
118.wav	8.175214433150254	8.658751433150254	Alarm_bell_ringing
1182.wav	4.298696543865689	10.0	Blender
1184.wav	5.246927378547252	7.327630326393057	Blender
1186.wav	4.295822880127611	10.0	Blender
1189.wav	8.938485663060547	10.0	Speech
119.wav	1.1553133831290836	1.4664471699771562	Alarm_bell_ringing
119.wav	2.5620448432550265	3.0382126437085413	Alarm_bell_ringing
1190.wav	8.122308007078766	10.0	Blender
1191.wav	6.1858191946181655	10.0	Blender
1193.wav	5.212318299365195	10.0	Blender
1196.wav	7.674624481739727	10.0	Blender
1197.wav	3.4551040471107783	4.286940781804656	Blender
1197.wav	4.613301098335387	5.427518785410217	Blender
1197.wav	5.958219531209883	10.0	Blender
1198.wav	0.2476037409121305	1.2751774370572553	Blender
1199.wav	5.00191516403249	6.49196016403249	Blender
12.wav	6.897125748960116	7.208259535808189	Alarm_bell_ringing
12.wav	8.186269563197241	10.0	Alarm_bell_ringing
1200.wav	7.781158349320171	8.57412887086212	Speech
1202.wav	7.040335290329454	7.395771783067134	Speech
1203.wav	9.710221238141637	10.0	Blender
1204.wav	9.405046849256392	10.0	Speech
1207.wav	3.953771378605372	4.91608430377544	Speech
1207.wav	5.982230333097367	8.627218995228887	Speech
1208.wav	5.447958156618344	7.348978156618344	Blender
1209.wav	8.960087348066832	10.0	Blender
121.wav	1.0797584403810243	10.0	Alarm_bell_ringing
1210.wav	3.593280757064292	4.818110689037081	Blender
1211.wav	8.607762126283733	10.0	Blender
1213.wav	3.7338422407504503	10.0	Blender
1215.wav	8.14584729560129	9.551334823945963	Blender
1216.wav	7.87517542019441	10.0	Blender
1218.wav	0.5716149041672576	1.9631339041672573	Blender
1218.wav	9.614045109860356	10.0	Blender
1220.wav	5.667386906660641	7.554438906660641	Speech
1221.wav	4.910744020728545	10.0	Blender
1222.wav	4.94805246975816	7.717213467490586	Speech
1223.wav	6.139961650707984	7.1559933967397304	Blender
1223.wav	9.666893826127673	10.0	Blender
1226.wav	1.9251695529759825	7.191337353429496	Blender
1227.wav	6.804636100717594	9.258899100717594	Blender
1230.wav	4.699616134430822	6.375421123092952	Speech
1230.wav	7.955479429514563	8.647792354684633	Speech
1232.wav	3.7193135221711318	4.815708079994262	Dishes
1233.wav	4.9291856396090505	5.772677639609051	Blender
1234.wav	2.9292392491280177	5.353388908991962	Dishes
1235.wav	7.394555863641636	10.0	Blender
1237.wav	5.868613165927122	7.261674165927122	Speech
1238.wav	1.2645454700779395	4.707856127674312	Blender
1238.wav	5.362885366324517	6.429098366324518	Blender
1239.wav	9.046337264401254	10.0	Blender
124.wav	3.6138922891954612	4.428518139535597	Speech
124.wav	9.197053562195515	10.0	Speech
1240.wav	8.195238447683574	8.791723447683573	Dishes
1241.wav	7.361175593823784	8.053488518993852	Speech
1243.wav	3.7903278853424003	10.0	Blender
1244.wav	0.4238984056085541	3.1092272037944952	Blender
1246.wav	9.237916901303524	10.0	Speech
1247.wav	5.925817595812857	6.7269965958128575	Speech
1247.wav	7.780676438597954	8.338408438597956	Speech
125.wav	9.550004517906423	10.0	Alarm_bell_ringing
1250.wav	8.8473296425975	10.0	Blender
1252.wav	6.975166759795532	10.0	Blender
1253.wav	3.275112993185898	10.0	Blender
1254.wav	5.792205729332977	8.068532259945222	Blender
1256.wav	6.321723766649772	10.0	Blender
1257.wav	1.0592255467575908	2.108681329070516	Blender
1258.wav	2.130348766715253	3.1629337667152533	Blender
1259.wav	1.1016584818316848	10.0	Blender
126.wav	9.377568943120902	10.0	Alarm_bell_ringing
1260.wav	9.146837331384189	9.559762331384189	Dishes
1261.wav	3.006001087596428	5.382463672630442	Blender
1262.wav	2.7551559084623123	3.641572908462312	Speech
1264.wav	2.343990072419074	3.2651460724190735	Speech
1264.wav	5.397673220063415	6.060938220063415	Speech
1265.wav	5.932450345681209	7.965959017142159	Blender
1268.wav	8.994753721158949	9.973619721158949	Blender
1272.wav	5.273151924849372	6.915237924849371	Speech
1272.wav	7.132238920397827	10.0	Speech
1274.wav	7.668540019694152	10.0	Vacuum_cleaner
1275.wav	0.4047008607111913	1.2957888607111911	Blender
1275.wav	1.7946581610407033	10.0	Blender
1276.wav	2.393121872541539	3.8129858181197696	Speech
1276.wav	8.697339388318165	10.0	Speech
1277.wav	6.274838879224285	6.531346815732221	Dishes
1278.wav	1.5478570172587005	2.0632990172587	Blender
1278.wav	3.284701801806497	3.6908238018064967	Blender
1279.wav	9.276976096538764	10.0	Blender
128.wav	1.2960414490229388	2.0828441701113745	Speech
128.wav	3.4686029808369665	4.888466926415198	Speech
128.wav	8.531193776099958	10.0	Speech
1281.wav	9.192643669681658	10.0	Speech
1286.wav	7.12254575508169	7.606196548732483	Blender
1287.wav	2.9044876523755625	5.828999652375562	Speech
1288.wav	7.754325606126565	10.0	Blender
129.wav	5.8535743532954205	6.417655985948483	Speech
129.wav	8.459774925404565	10.0	Speech
1292.wav	2.1681488879706583	10.0	Blender
1293.wav	5.636630112904426	6.5546119723148575	Dishes
1294.wav	7.2180763223820845	10.0	Blender
1295.wav	2.9800727784469085	4.95934677844691	Blender
130.wav	6.158705825028233	6.4786828250282325	Alarm_bell_ringing
130.wav	6.870577972222729	7.190872756803228	Alarm_bell_ringing
1302.wav	9.545704203466027	10.0	Blender
1305.wav	3.854648746262064	9.120816546715577	Blender
1307.wav	0.7879014347820904	1.404069235235605	Blender
1307.wav	6.349467680258527	10.0	Blender
1309.wav	2.471690597136296	5.996303250821406	Speech
1309.wav	8.982355953137999	10.0	Speech
131.wav	4.0436503732020315	4.4794780376011225	Dog
1310.wav	8.161665046471214	9.227878046471217	Blender
1314.wav	5.363624938251486	5.923760938251486	Speech
1315.wav	8.092911175518731	10.0	Blender
1316.wav	4.761424891293797	6.5670028912937966	Blender
1316.wav	8.408611599258549	10.0	Blender
1318.wav	6.738859700880398	7.949131700880398	Blender
1318.wav	9.110027711230412	10.0	Blender
1321.wav	5.819018264703526	6.915412822526653	Dishes
1321.wav	8.087145222421269	8.57873222242127	Dishes
1323.wav	4.893663831333371	10.0	Blender
1324.wav	5.264875090658365	6.750239754719644	Blender
1324.wav	7.959453046697313	8.850541046697312	Blender
1328.wav	5.4433107719556775	6.258253771955677	Speech
1328.wav	7.08973683651508	7.976153836515079	Speech
1329.wav	4.473561717420407	10.0	Blender
133.wav	2.1232532049340254	2.442981096090488	Alarm_bell_ringing
1330.wav	9.625604571346123	10.0	Running_water
1331.wav	7.0424366261815425	10.0	Blender
1332.wav	6.920290554174326	7.264939080251423	Speech
1333.wav	8.568753813936869	10.0	Blender
1334.wav	7.285647891262587	7.777144489902044	Dishes
1337.wav	5.5799738436780135	10.0	Blender
1338.wav	4.508439797681663	6.784766328293908	Blender
1339.wav	9.636725941124267	10.0	Speech
1342.wav	7.9953437617504886	10.0	Vacuum_cleaner
1347.wav	9.474008952785956	9.957659746436752	Blender
1348.wav	2.6276674189005256	9.365876035680571	Blender
135.wav	1.755305844541697	2.068412420505416	Alarm_bell_ringing
135.wav	7.890153406331048	10.0	Alarm_bell_ringing
1350.wav	3.1119519403303304	3.9111809403303295	Blender
1350.wav	5.821802409831829	7.709829409831829	Blender
1350.wav	9.255600292357494	10.0	Blender
1351.wav	5.73384074408353	8.65835274408353	Speech
1352.wav	6.6504354312894245	10.0	Blender
1353.wav	5.047765809753853	6.7957978728561175	Speech
1353.wav	7.2600503263126965	10.0	Speech
1354.wav	6.690090428037329	10.0	Blender
1355.wav	3.97864481928706	10.0	Blender
1358.wav	6.991447170669884	7.5515831706698835	Speech
1358.wav	7.813252088685457	10.0	Speech
1361.wav	4.671485564584594	5.68751731061634	Blender
1362.wav	7.260378441038153	7.713167441038153	Dishes
1363.wav	4.097973769095744	4.613415769095744	Blender
1363.wav	6.5668117367361925	10.0	Blender
1364.wav	4.225703609310707	6.959422430172385	Dishes
1364.wav	7.1522713764431645	7.4454913310916915	Dishes
1365.wav	4.820501490730519	10.0	Blender
1366.wav	7.780510277095328	8.407857215870838	Blender
1367.wav	0.27411507250558154	1.4989450044783703	Blender
1367.wav	3.1661401807649505	3.5722621807649504	Blender
1369.wav	5.112765989243787	10.0	Blender
137.wav	7.60303414001719	8.863691736389072	Speech
1371.wav	3.0680137493199915	5.344340279932236	Blender
1377.wav	4.547374600090113	10.0	Speech
1378.wav	3.70127074770372	9.79476274770372	Blender
1380.wav	8.567134920792714	10.0	Blender
1381.wav	2.8734427880481803	4.165914443376979	Blender
1385.wav	5.813637055265567	6.692004055265567	Blender
1386.wav	8.198355084636908	9.106472998469107	Blender
1387.wav	3.351504006197568	4.073862006197568	Speech
1387.wav	6.230250944949108	8.444536659234824	Speech
1387.wav	8.735426689364049	9.148238480747267	Speech
1387.wav	9.615506200437501	10.0	Speech
139.wav	3.700869722376817	5.938375391311058	Alarm_bell_ringing
1391.wav	7.989717134124224	8.270352054759146	Dishes
1392.wav	3.208651946360829	3.871916946360829	Speech
1392.wav	5.6401145709724405	7.1748764757343455	Speech
1395.wav	8.62099839251596	9.777869140815277	Speech
1397.wav	4.805271653711352	5.363003653711352	Speech
1397.wav	7.0115884981326735	10.0	Speech
1399.wav	9.475704775598789	10.0	Dishes
140.wav	5.239286781276449	7.171667733657402	Dog
1404.wav	3.7799961984614647	4.584735198461464	Blender
1404.wav	7.933802385750995	10.0	Blender
1405.wav	9.099180049454954	10.0	Blender
1409.wav	5.658496562817257	5.975095202273041	Speech
1414.wav	5.518599015570007	6.448689718517853	Blender
1415.wav	6.196923493125591	8.087762493125592	Speech
1418.wav	5.97310846749635	10.0	Blender
142.wav	2.7297655491780954	3.042577340561315	Alarm_bell_ringing
1420.wav	3.7853542227557737	10.0	Blender
1421.wav	6.591982703597911	10.0	Running_water
1422.wav	3.74513362310861	4.9699635550813985	Blender
1422.wav	9.201511213107482	10.0	Blender
1423.wav	3.982703243751559	4.873791243751558	Blender
1423.wav	6.819225713476737	10.0	Blender
1424.wav	2.724747768739768	4.101051623615051	Speech
1424.wav	5.7161070881928415	7.510426688638465	Speech
1424.wav	7.929531605172283	8.850687605172284	Speech
1425.wav	7.053115132136497	10.0	Speech
1428.wav	5.938498326871635	10.0	Blender
1429.wav	1.1190894559919662	10.0	Blender
143.wav	3.9510442309457785	5.749026090356209	Speech
1430.wav	3.4877302959814727	3.9942609082263703	Speech
1433.wav	6.104971078957558	7.481274933832841	Speech
1434.wav	9.354252138597813	10.0	Blender
1435.wav	8.97531308225468	9.38143508225468	Blender
1436.wav	7.148469097366786	7.774251097366786	Speech
1437.wav	2.2344123005611216	3.2619859967062466	Blender
1438.wav	6.922787568228171	8.457549472990076	Speech
1438.wav	9.26747387320858	10.0	Speech
1440.wav	0.47461220024059897	1.5208252002405993	Cat
1443.wav	3.4929894535065515	4.318635453506551	Cat
1443.wav	7.322825774981482	8.393415344142479	Cat
1444.wav	4.421625223177529	5.3708542231775285	Cat
1445.wav	9.645721923389804	10.0	Running_water
1446.wav	3.609705674476248	4.680295243637246	Cat
1447.wav	5.25189947336172	9.111854121887797	Alarm_bell_ringing
1448.wav	7.829437140389232	10.0	Speech
1449.wav	5.493404710280948	5.9292323746800415	Dog
1450.wav	0.8507512718144146	1.9265332718144144	Cat
1450.wav	2.3937026997844657	3.268214699784465	Cat
